name,acc,short_l,short_l/2,short_l/5,med_l,med_l/2,med_l/5,long_l,long_l/2,long_l/5
1MQV_1_A,61.61,68.0,62.903,48.0,56.8,46.774,40.0,36.8,27.419,44.0
2KZ7_3_C,84.236,83.529,83.333,88.235,82.353,76.19,58.824,100.0,100.0,100.0
4L9E_1_A,53.921,63.309,89.855,96.296,74.82,98.551,100.0,56.835,79.71,100.0
2PHG_2_B,37.426,69.231,69.231,40.0,100.0,100.0,100.0,80.769,61.538,100.0
2L9X_1_A,37.333,26.667,13.333,16.667,20.0,13.333,16.667,46.667,33.333,33.333
1Z85_1_A,66.111,70.94,71.795,100.0,51.709,65.812,97.826,64.53,80.342,95.652
1KNC_1_A,62.687,52.542,35.227,57.143,64.407,55.682,42.857,44.068,50.0,80.0
4MRH_1_A,51.742,64.667,82.667,100.0,49.333,52.0,73.333,46.0,42.667,46.667
1J2R_1_A,60.44,65.327,57.576,64.103,74.372,68.687,58.974,90.955,96.97,100.0
3BOS_1_A,68.192,55.372,44.628,52.083,62.397,57.025,52.083,58.678,68.595,62.5
1JDQ_1_A,61.547,69.388,73.469,100.0,71.429,77.551,100.0,90.816,100.0,100.0
2L79_1_A,64.497,89.744,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2XSE_1_A,60.77,48.824,36.471,29.412,52.353,35.294,17.647,58.824,49.412,47.059
3PVL_2_B,61.719,77.083,54.167,42.105,100.0,100.0,100.0,100.0,100.0,100.0
3LWD_1_A,59.535,46.018,31.858,26.667,76.106,72.566,73.333,61.504,69.912,71.111
2PD1_1_A,53.869,50.962,51.923,100.0,48.077,46.154,100.0,60.577,84.615,100.0
2K4N_1_A,59.346,74.775,76.364,95.455,50.45,47.273,100.0,72.072,81.818,100.0
1NR3_1_A,50.007,63.115,65.574,91.667,72.131,68.852,66.667,67.213,55.738,58.333
5AJ3_22_c,75.06,56.069,65.116,91.176,83.815,76.744,85.294,42.775,38.372,26.471
3G1C_1_A,67.34,43.269,42.308,100.0,55.769,38.462,40.0,68.269,57.692,50.0
5A7U_1_A,58.985,79.31,100.0,100.0,13.793,14.286,0.0,75.862,85.714,100.0
2NR5_1_A,67.556,65.672,63.636,53.846,58.209,51.515,23.077,61.194,48.485,38.462
3DFX_3_A,44.174,65.079,100.0,100.0,31.746,35.484,91.667,73.016,61.29,58.333
2AYY_1_A,58.22,71.901,66.667,91.667,37.19,38.333,45.833,37.19,28.333,37.5
2JDD_1_A,59.425,71.918,97.26,100.0,85.616,100.0,100.0,75.342,84.932,100.0
4RS9_1_A,60.545,46.154,48.454,64.103,44.615,45.361,82.051,47.179,39.175,38.462
4V3P_72_Lk,46.72,51.948,42.105,26.667,96.104,97.368,100.0,98.701,97.368,100.0
4NDS_1_A,41.455,72.34,97.872,100.0,60.638,68.085,100.0,34.043,34.043,55.556
2M88_1_A,76.757,75.773,77.32,89.474,71.134,62.887,86.842,62.371,85.567,94.737
2L7Y_1_A,55.927,56.122,87.755,94.737,86.735,95.918,94.737,54.082,61.224,94.737
4G92_1_A,70.196,78.125,84.375,91.667,100.0,100.0,100.0,100.0,100.0,100.0
4ABO_3_I,49.719,60.0,56.944,51.724,61.379,50.0,41.379,42.759,33.333,20.69
4HJZ_1_A,59.79,45.146,39.806,68.293,45.631,30.097,9.756,62.621,53.398,51.22
2LX0_1_A,49.219,31.25,25.0,33.333,100.0,100.0,100.0,100.0,100.0,100.0
4GGJ_1_A,58.946,68.878,60.204,84.615,65.306,67.347,94.872,55.102,73.469,71.795
2KR2_1_A,61.837,47.368,43.158,44.737,47.368,20.0,7.895,75.263,95.789,100.0
2M2E_1_A,75.917,52.055,50.0,92.857,46.575,44.444,78.571,47.945,36.111,28.571
3VGY_1_C,89.213,65.517,75.862,90.909,100.0,100.0,100.0,100.0,100.0,100.0
3M20_1_A,68.63,32.258,22.581,41.667,35.484,25.806,25.0,93.548,100.0,100.0
1E0C_d1e0ca2,56.704,46.324,36.765,40.741,55.882,45.588,37.037,83.088,100.0,100.0
2N3D_1_A,44.245,88.587,79.348,61.111,44.022,80.435,91.667,79.348,75.0,63.889
2F6S_1_A,56.991,52.239,46.0,42.5,70.647,61.0,37.5,81.095,76.0,67.5
2KA6_2_B,74.123,91.111,90.909,77.778,100.0,100.0,100.0,100.0,100.0,100.0
1NH2_d1nh2a1,59.435,91.579,100.0,100.0,60.0,100.0,100.0,56.842,93.617,100.0
4B1V_2_M,50.888,43.75,12.5,0.0,100.0,100.0,100.0,100.0,100.0,100.0
2GC6_d2gc6a1,51.624,55.814,62.5,96.0,53.488,62.5,96.0,94.574,96.875,100.0
1ZMM_1_A,50.78,72.727,100.0,100.0,39.394,68.75,100.0,48.485,81.25,100.0
3DMC_1_A,60.147,72.388,100.0,100.0,100.0,100.0,100.0,46.269,56.716,100.0
4EBR_1_A,60.55,62.13,94.048,100.0,71.598,97.619,100.0,70.414,67.857,100.0
4TRQ_3_C,86.839,86.667,83.333,91.667,100.0,100.0,100.0,100.0,100.0,100.0
2D2O_d2d2ob1,51.625,62.5,91.667,100.0,84.167,100.0,100.0,98.333,100.0,100.0
5HKP_2_C,88.194,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4KYX_1_A,56.063,52.349,71.622,96.552,52.349,68.919,89.655,93.289,100.0,100.0
1YBX_1_A,72.817,61.538,73.239,100.0,54.545,73.239,100.0,39.86,30.986,25.0
4OTM_1_A,66.805,56.738,48.571,92.857,54.61,52.857,92.857,60.993,64.286,96.429
4Y4O_28_16,56.687,75.926,100.0,100.0,72.222,85.185,100.0,83.333,100.0,100.0
2W6A_1_A,90.298,49.206,51.613,66.667,87.302,90.323,100.0,100.0,100.0,100.0
1VR9_1_A,53.972,57.277,56.604,100.0,62.441,66.038,100.0,51.174,50.943,57.143
2LLW_1_A,58.56,39.437,40.0,85.714,66.197,57.143,42.857,18.31,5.714,7.143
1WJ5_1_A,59.201,69.167,63.333,100.0,73.333,61.667,79.167,43.333,30.0,16.667
1S6C_2_B,63.492,76.667,80.0,100.0,100.0,100.0,100.0,80.0,60.0,0.0
1U0L_d1u0lc1,43.802,100.0,100.0,100.0,93.939,100.0,100.0,80.303,100.0,100.0
4YEP_1_A,58.378,60.0,54.348,54.054,37.297,15.217,13.514,87.027,92.391,97.297
3Q69_1_A,65.116,77.049,85.246,100.0,73.77,86.885,100.0,85.246,100.0,100.0
4YDZ_1_A,67.638,69.811,100.0,100.0,68.553,96.203,100.0,60.377,69.62,93.548
3C07_d3c07a2,59.702,39.041,38.356,51.724,72.603,58.904,72.414,65.068,58.904,51.724
2BCM_1_B,52.211,55.758,53.659,57.576,63.03,47.561,27.273,63.03,70.732,100.0
2FTX_1_A,46.667,62.222,62.222,100.0,65.556,71.111,100.0,91.111,88.889,88.889
1T3J_1_A,94.173,34.375,39.583,15.789,100.0,100.0,100.0,100.0,100.0,100.0
1TMQ_2_B,47.198,47.863,46.552,73.913,69.231,68.966,60.87,63.248,55.172,56.522
1VLY_d1vlya2,64.238,65.56,72.5,91.667,57.261,58.333,81.25,58.091,79.167,95.833
3WTS_1_A,46.565,60.0,48.039,60.976,47.317,50.0,87.805,59.512,67.647,100.0
2LU1_1_A,40.247,75.168,72.973,82.759,84.564,83.784,93.103,46.98,32.432,17.241
2YVE_1_A,70.354,53.514,54.348,62.162,55.135,45.652,54.054,54.595,39.13,45.946
2KS6_1_A,56.226,59.701,56.0,80.0,57.711,58.0,62.5,64.179,72.0,75.0
1OV3_1_A,75.123,86.232,100.0,100.0,99.275,100.0,100.0,70.29,92.754,100.0
3LSG_1_A,63.013,44.66,78.431,100.0,45.631,45.098,70.0,68.932,60.784,40.0
1WB9_d1wb9a4,56.673,71.304,100.0,100.0,80.0,91.228,95.652,49.565,66.667,100.0
4I9X_1_A,61.64,74.884,84.112,97.674,67.442,94.393,100.0,66.047,80.374,100.0
1BH9_1_A,73.728,66.667,72.727,66.667,42.222,18.182,0.0,62.222,50.0,33.333
3CDK_2_B,63.038,52.968,55.963,83.721,74.886,77.982,97.674,42.009,33.945,25.581
2KZ9_1_A,85.423,49.275,38.235,23.077,100.0,100.0,100.0,100.0,100.0,100.0
4EQ3_d4eq3a1,52.842,72.727,100.0,100.0,97.98,100.0,100.0,85.859,100.0,100.0
1WEU_d1weua1,71.976,62.821,82.051,100.0,62.821,66.667,100.0,44.872,48.718,86.667
2Z5H_3_T,74.567,76.364,81.481,90.909,100.0,100.0,100.0,100.0,100.0,100.0
1P94_1_A,77.701,60.526,57.895,40.0,90.789,84.211,60.0,97.368,94.737,93.333
4XXB_d4xxbb-,41.667,19.048,33.333,87.5,23.81,28.571,62.5,100.0,100.0,100.0
3EVI_1_A,53.16,69.492,71.186,100.0,54.237,57.627,65.217,95.763,98.305,100.0
1XUB_d1xuba1,55.389,78.125,96.875,100.0,85.938,95.312,100.0,55.469,51.562,84.0
2O3F_d2o3fc-,49.746,34.94,48.78,100.0,38.554,41.463,62.5,34.94,41.463,50.0
2M0Q_1_A,91.718,83.74,85.246,91.667,100.0,100.0,100.0,100.0,100.0,100.0
1YDM_1_A,60.311,49.198,47.312,89.189,65.775,70.968,89.189,52.406,59.14,83.784
2ZHZ_1_A,58.423,49.727,39.56,47.222,70.492,59.341,63.889,56.831,56.044,58.333
3H87_1_A,59.721,53.846,44.872,51.613,49.359,51.282,45.161,65.385,80.769,90.323
3HTY_1_A,54.323,100.0,100.0,100.0,93.617,100.0,100.0,85.106,85.106,77.778
4MCX_2_B,44.144,57.522,92.857,100.0,54.867,75.0,100.0,69.912,58.929,45.455
1H3O_d1h3oc-,71.887,50.0,24.0,20.0,50.0,28.0,30.0,44.0,36.0,20.0
3HGF_1_A,76.843,71.028,66.038,47.619,100.0,100.0,100.0,100.0,100.0,100.0
1HJ0_1_A,63.415,60.976,55.0,37.5,100.0,100.0,100.0,100.0,100.0,100.0
3KKG_1_A,62.481,69.863,100.0,100.0,88.356,100.0,100.0,50.0,78.082,100.0
2YUS_1_A,68.322,36.709,28.205,40.0,32.911,23.077,0.0,70.886,53.846,13.333
1RHX_1_A,41.485,60.92,51.163,47.059,96.552,100.0,100.0,52.874,58.14,58.824
1T8J_1_A,52.552,48.0,25.0,60.0,68.0,41.667,40.0,100.0,100.0,100.0
1C52_1_A,49.059,55.725,52.308,100.0,53.435,36.923,50.0,62.595,53.846,46.154
2JST_1_A,52.315,87.097,90.323,91.667,83.871,67.742,58.333,69.355,51.613,58.333
2HPP_3_P,33.921,30.38,43.59,100.0,58.228,58.974,80.0,37.975,35.897,40.0
2NSF_d2nsfa1,61.844,38.125,35.0,75.0,53.75,38.75,40.625,75.625,66.25,65.625
2QQR_1_A,62.568,81.356,94.915,100.0,81.356,83.051,95.652,99.153,100.0,100.0
4F02_3_C,27.0,33.333,53.846,100.0,59.259,46.154,60.0,100.0,100.0,100.0
3DDY_1_A,53.016,87.097,100.0,100.0,69.355,82.796,94.595,55.914,69.892,91.892
4TNO_1_A,56.576,48.235,30.952,52.941,64.706,54.762,47.059,100.0,100.0,100.0
4RGD_1_A,36.245,31.429,28.571,35.714,61.429,62.857,50.0,35.714,28.571,14.286
1NWQ_3_A,94.667,43.548,48.387,50.0,100.0,100.0,100.0,100.0,100.0,100.0
2COA_1_A,57.491,76.8,100.0,100.0,94.4,100.0,100.0,56.0,32.258,16.0
2AHU_d2ahud1,64.062,59.514,58.537,65.306,71.66,61.789,55.102,53.441,43.902,38.776
1VI0_d1vi0a2,66.038,55.556,44.828,52.174,64.957,51.724,65.217,50.427,51.724,60.87
5CRB_1_A,56.842,56.995,59.375,73.684,61.14,51.042,42.105,79.275,80.208,73.684
1ET9_d1et9a1,44.511,42.105,36.17,36.842,30.526,19.149,10.526,67.368,55.319,21.053
3ENH_2_C,50.042,62.0,56.0,50.0,59.333,52.0,46.667,64.667,58.667,76.667
4PQX_1_A,64.293,78.802,88.889,100.0,70.046,85.185,100.0,72.35,81.481,100.0
2CU8_1_A,60.509,68.421,100.0,100.0,44.737,71.053,100.0,82.895,76.316,66.667
2GW6_1_A,56.131,72.358,100.0,100.0,74.797,100.0,100.0,56.098,59.016,70.833
1MJN_1_A,56.528,61.453,52.809,71.429,66.48,71.91,100.0,89.944,100.0,100.0
3BRC_1_A,58.839,57.051,75.641,100.0,57.692,69.231,96.774,62.179,62.821,48.387
3UZ0_2_B,51.029,65.789,88.158,100.0,69.079,80.263,100.0,29.605,53.947,100.0
4JON_1_A,55.073,52.756,85.714,100.0,35.433,60.317,100.0,44.882,41.27,36.0
5F74_2_B,88.75,92.857,85.714,64.103,100.0,100.0,100.0,100.0,100.0,100.0
2H36_1_X,62.183,66.071,92.857,100.0,76.786,100.0,100.0,50.893,82.143,100.0
2LN8_1_A,39.733,77.333,78.378,80.0,72.0,94.595,100.0,54.667,62.162,93.333
5AJ4_77_Bl,68.919,63.253,62.651,100.0,79.518,78.313,100.0,57.831,67.47,100.0
1EDS_1_A,34.339,54.839,40.0,33.333,83.871,86.667,83.333,90.323,86.667,83.333
3UFE_1_A,67.124,56.757,52.727,77.273,66.667,50.909,50.0,67.568,60.0,50.0
1H2I_1_A,74.604,61.722,75.0,100.0,63.636,100.0,100.0,47.368,68.269,100.0
3BPD_1_A,60.21,63.0,76.0,100.0,68.0,94.0,100.0,100.0,100.0,100.0
2NNN_1_A,69.798,57.857,67.143,100.0,60.714,62.857,100.0,39.286,24.286,32.143
1L3I_1_A,57.669,36.979,32.292,55.263,60.938,85.417,100.0,83.854,91.667,94.737
2GBW_d2gbwe1,65.598,87.075,100.0,100.0,51.701,84.932,93.103,57.143,72.603,100.0
1Y1L_1_A,49.285,55.645,61.29,83.333,29.839,17.742,16.667,81.452,90.323,100.0
3R7A_1_A,66.238,55.274,55.085,72.34,61.181,60.169,85.106,77.637,88.983,89.362
2RVB_2_B,47.779,63.636,100.0,100.0,66.364,94.545,100.0,57.273,58.182,45.455
4RXV_1_A,60.251,65.939,63.158,66.667,83.406,80.702,97.778,75.983,71.053,53.333
5D66_1_A,56.143,51.515,39.394,28.205,86.869,80.808,58.974,89.899,86.869,87.179
3FSS_1_A,67.566,69.198,99.153,100.0,94.515,100.0,100.0,61.603,53.39,46.809
4C2M_1_1,64.101,81.429,100.0,100.0,45.714,51.429,78.571,37.143,28.571,64.286
1TWF_d1twfi1,56.518,97.959,100.0,100.0,71.429,100.0,100.0,65.306,66.667,44.444
1V2B_1_A,54.753,62.147,98.864,100.0,79.096,98.864,100.0,69.492,82.955,100.0
2BL8_d2bl8b-,54.542,45.122,36.585,18.75,52.439,41.463,25.0,20.732,14.634,18.75
4Q94_1_A,66.583,37.778,34.328,51.852,56.296,38.806,25.926,60.741,53.731,44.444
2DS2_2_B,51.526,54.167,47.222,57.143,54.167,58.333,85.714,51.389,44.444,50.0
4GR6_1_A,73.077,47.619,36.508,44.0,69.841,49.206,32.0,32.54,20.635,20.0
2AP3_1_A,76.272,65.327,63.636,66.667,75.377,62.626,38.462,35.678,28.283,30.769
1EG0_5_A,60.104,50.943,68.354,90.323,44.025,54.43,100.0,63.522,51.899,32.258
1X22_1_A,51.417,80.952,80.952,75.0,100.0,100.0,100.0,100.0,100.0,100.0
2KP6_1_A,37.494,32.927,31.707,56.25,60.976,51.22,37.5,73.171,65.854,75.0
5D50_2_E,75.84,58.14,53.488,70.588,81.395,69.767,52.941,68.605,58.14,47.059
2N83_2_B,60.564,38.679,26.415,19.048,62.264,49.057,23.81,43.396,33.962,38.095
2A90_d2a90a2,50.187,96.25,100.0,100.0,66.25,100.0,100.0,41.25,35.0,37.5
2QND_1_A,62.623,60.417,75.0,100.0,55.556,79.167,100.0,74.306,91.667,100.0
2KCM_1_A,49.781,95.946,100.0,100.0,89.189,97.297,100.0,75.676,100.0,100.0
2K37_1_A,70.095,55.932,58.621,45.455,100.0,100.0,100.0,100.0,100.0,100.0
1K4U_2_P,59.961,65.625,56.25,66.667,31.25,18.75,16.667,100.0,100.0,100.0
1WIG_d1wiga2,51.02,80.0,100.0,100.0,25.714,29.412,57.143,68.571,52.941,57.143
5CLV_3_E,55.503,49.231,56.25,100.0,61.538,56.25,84.615,32.308,43.75,84.615
2Y5T_4_F,56.79,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3M9G_1_A,77.312,46.766,45.0,57.5,46.766,40.0,22.5,30.348,19.0,12.5
5FRU_1_A,61.646,64.455,88.571,97.619,53.555,68.571,100.0,47.867,50.476,92.857
2WSD_d2wsda1,61.092,58.011,52.222,66.667,65.746,74.444,100.0,51.381,68.889,83.333
2LV8_1_A,49.669,39.091,38.182,77.273,40.909,34.545,54.545,85.455,92.727,95.455
3KGZ_1_A,59.6,78.205,75.641,100.0,69.231,100.0,100.0,100.0,100.0,100.0
2VH3_2_B,48.555,46.903,32.143,31.818,61.947,58.929,50.0,63.717,60.714,50.0
1KFT_1_A,40.115,26.923,41.026,100.0,28.205,25.641,46.667,50.0,41.026,26.667
2RDD_2_B,84.66,62.162,55.556,85.714,100.0,100.0,100.0,100.0,100.0,100.0
2CO9_1_A,80.411,71.569,58.824,50.0,54.902,35.294,25.0,55.882,45.098,15.0
3IUO_1_A,56.595,47.541,47.541,50.0,73.77,65.574,54.167,54.098,49.18,37.5
2BI6_2_H,42.951,48.78,35.0,62.5,29.268,30.0,62.5,24.39,35.0,87.5
4RSH_1_A,58.795,34.078,31.461,34.286,67.598,61.798,60.0,88.827,98.876,100.0
2XQN_3_T,67.851,100.0,100.0,100.0,43.651,57.143,92.0,78.571,69.841,40.0
2WSD_d2wsda3,58.368,64.103,65.385,87.097,66.667,73.077,100.0,77.564,100.0,100.0
2J6Y_1_A,66.021,60.36,54.545,50.0,62.162,49.091,59.091,48.649,45.455,36.364
3F62_1_A,45.336,56.881,48.148,23.81,72.477,61.111,66.667,45.872,42.593,80.952
2HFQ_d2hfqa1,52.844,69.412,90.476,100.0,65.882,100.0,100.0,92.941,100.0,100.0
1BCP_5_F,43.496,46.465,57.143,100.0,20.202,30.612,78.947,49.495,40.816,21.053
1GSH_d1gsha1,57.034,68.033,95.082,100.0,72.131,96.721,100.0,85.246,86.885,83.333
2HJN_1_A,65.176,56.78,48.305,68.085,77.542,71.186,76.596,69.915,69.492,68.085
5F8S_1_A,44.201,58.974,66.667,90.323,58.974,57.692,58.065,75.641,73.077,67.742
2M6A_1_A,49.49,46.429,28.571,20.0,50.0,64.286,100.0,85.714,100.0,100.0
2CT8_d2ct8b2,57.541,50.993,37.333,40.0,50.993,36.0,43.333,51.656,54.667,50.0
3U61_2_A,75.628,57.789,52.525,53.846,69.347,58.586,41.026,75.377,69.697,69.231
2WY8_2_Q,57.897,40.0,32.5,6.25,50.0,40.0,18.75,42.5,32.5,31.25
1N02_1_A,50.807,100.0,100.0,100.0,100.0,100.0,100.0,64.706,66.667,70.0
2DAL_1_A,52.315,20.968,29.032,41.667,33.871,22.581,8.333,53.226,41.935,8.333
1DZF_d1dzfa1,60.592,58.993,55.072,62.963,56.835,55.072,85.185,64.748,95.652,100.0
4CPG_1_A,59.147,62.651,48.78,50.0,71.084,58.537,75.0,49.398,48.78,68.75
2X2S_1_A,45.004,67.974,73.684,73.333,68.627,82.895,86.667,61.438,55.263,56.667
2MT8_1_A,23.406,25.641,42.105,85.714,38.462,47.368,71.429,84.615,89.474,85.714
3KDJ_1_A,64.483,70.297,93.069,100.0,95.049,100.0,100.0,66.832,100.0,100.0
1TM9_1_A,53.929,54.015,51.471,48.148,75.182,67.647,70.37,70.803,66.176,51.852
1NO5_1_A,53.96,59.649,52.632,59.091,79.825,82.456,100.0,70.175,100.0,100.0
1J1E_3_C,91.016,65.0,48.889,27.778,100.0,100.0,100.0,100.0,100.0,100.0
1TDH_d1tdha1,52.281,71.304,64.912,43.478,82.609,70.175,60.87,47.826,45.614,43.478
2Q3Q_1_A,57.243,72.951,93.443,100.0,90.984,100.0,100.0,92.623,98.361,100.0
3P3N_2_B,21.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3M91_1_A,95.654,17.647,20.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0
1NU7_d1nu7h1,65.861,80.822,78.082,68.966,68.493,47.945,20.69,56.849,50.685,44.828
2Z01_d2z01a1,52.993,66.225,53.333,50.0,78.808,74.667,63.333,41.722,53.333,93.333
2E7C_1_A,66.152,75.424,88.136,100.0,72.034,84.746,100.0,66.949,100.0,100.0
3KBR_1_A,64.249,55.649,66.387,85.106,63.598,59.664,59.574,63.18,63.866,65.957
3HO7_1_A,63.409,54.31,47.414,45.652,66.81,59.483,54.348,74.569,83.621,100.0
1V87_1_A,50.223,57.018,66.667,90.909,64.035,64.912,54.545,63.158,57.895,45.455
1Z94_1_A,57.827,82.313,100.0,100.0,100.0,100.0,100.0,63.946,78.082,100.0
2FNO_1_A,67.306,41.532,41.129,61.224,74.194,71.774,67.347,61.694,58.065,65.306
3RLK_1_A,57.971,68.75,67.708,68.421,63.542,48.958,47.368,66.146,63.542,60.526
3KXE_2_C,86.133,46.591,27.273,29.412,79.545,68.182,58.824,95.455,93.182,100.0
1U5D_1_A,56.139,90.741,100.0,100.0,100.0,100.0,100.0,59.259,75.926,90.476
1KUZ_2_B,52.32,72.0,58.333,80.0,100.0,100.0,100.0,80.0,58.333,40.0
1WGO_1_A,59.198,69.106,67.213,100.0,59.35,85.246,95.833,54.472,49.18,54.167
1GMU_d1gmuc2,50.476,54.286,85.714,100.0,61.429,60.0,35.714,97.143,100.0,100.0
5CUO_1_A,60.545,65.347,74.257,77.5,59.901,62.376,75.0,56.436,44.554,35.0
1FVI_d1fvia2,58.53,67.021,69.149,67.568,76.596,77.66,91.892,57.447,51.064,70.27
2MSX_1_A,47.615,54.386,57.895,86.364,74.561,80.702,100.0,47.368,50.877,72.727
1H6K_2_X,56.418,48.98,67.347,100.0,61.224,91.837,100.0,98.98,100.0,100.0
1L4A_4_D,87.769,63.218,67.442,76.471,64.368,60.465,70.588,100.0,100.0,100.0
3VM7_d3vm7a2,47.543,72.527,100.0,100.0,51.648,82.222,100.0,43.956,86.667,100.0
2Q9O_d2q9ob3,66.086,64.352,56.481,55.814,62.5,52.778,58.14,75.463,98.148,100.0
2F3Z_2_B,78.086,47.619,20.0,50.0,100.0,100.0,100.0,66.667,30.0,0.0
4F6M_1_A,70.155,51.128,63.636,100.0,37.594,18.182,7.692,89.474,89.394,80.769
2NP5_d2np5b1,68.284,36.232,55.882,100.0,33.333,41.176,100.0,40.58,47.059,76.923
1RCW_1_A,63.561,50.216,43.478,43.478,67.532,60.0,58.696,55.844,47.826,34.783
2A73_d2a73a3,55.306,63.934,86.885,87.5,68.852,77.049,83.333,79.508,91.803,100.0
3F08_1_A,59.193,81.507,100.0,100.0,100.0,100.0,100.0,66.438,89.041,93.103
2PFX_1_A,66.698,50.262,44.211,81.579,53.927,38.947,23.684,49.215,38.947,28.947
2L6K_1_A,52.348,56.098,86.885,100.0,60.163,91.803,100.0,47.967,44.262,50.0
5A1Z_2_B,67.226,56.944,38.889,14.286,51.389,38.889,21.429,80.556,69.444,85.714
1WJN_1_A,55.596,59.794,91.667,100.0,70.103,100.0,100.0,88.66,100.0,100.0
2XCM_3_E,54.237,64.865,75.676,100.0,44.595,45.946,64.286,33.784,35.135,50.0
2X0Y_d2x0yb3,59.438,59.69,56.25,64.0,51.163,46.875,84.0,41.085,31.25,12.0
2O98_2_P,70.044,55.769,50.0,50.0,50.0,30.769,20.0,67.308,53.846,10.0
1VPK_d1vpka2,53.764,87.805,100.0,100.0,75.61,91.803,100.0,52.846,54.098,54.167
1JZS_d1jzsa1,65.12,53.333,41.111,47.222,63.889,56.667,63.889,83.333,83.333,86.111
1NOV_2_D,75.5,77.273,72.727,75.0,100.0,100.0,100.0,86.364,72.727,25.0
4GDZ_1_A,55.988,65.143,93.103,97.143,82.286,93.103,94.286,77.143,89.655,100.0
4WXA_2_D,77.984,81.301,80.328,83.333,95.122,90.164,91.667,80.488,73.77,54.167
5F7E_1_H,69.464,63.203,90.435,95.652,95.238,100.0,100.0,86.147,100.0,100.0
3CSX_1_A,80.301,66.667,62.5,62.5,65.432,60.0,68.75,50.617,100.0,100.0
3GQ4_d3gq4a3,55.955,78.261,100.0,100.0,67.391,100.0,100.0,45.652,30.435,22.222
3Q18_d3q18a1,49.658,56.566,63.265,100.0,56.566,51.02,68.421,53.535,85.714,100.0
4ELY_1_A,56.655,67.949,69.231,54.839,89.744,84.615,80.645,60.897,53.846,29.032
1HHN_1_A,71.934,85.149,82.0,80.0,89.109,92.0,100.0,88.119,92.0,95.0
2JX0_1_A,64.501,60.741,40.299,33.333,44.444,35.821,25.926,38.519,47.761,77.778
1IB8_d1ib8a1,42.513,83.784,100.0,100.0,98.649,100.0,100.0,59.459,78.378,100.0
2KSW_1_A,35.675,69.697,75.758,100.0,40.909,45.455,84.615,63.636,54.545,38.462
1T9H_d1t9ha1,40.276,76.119,100.0,100.0,70.149,96.97,100.0,80.597,100.0,100.0
4W8V_1_A,68.358,66.667,62.602,53.061,73.171,71.545,77.551,66.26,84.553,93.878
2LL1_1_A,34.343,54.545,81.25,100.0,51.515,43.75,66.667,60.606,68.75,83.333
1BFW_1_A,61.496,100.0,100.0,100.0,100.0,100.0,100.0,60.0,20.0,0.0
3BW6_1_A,55.075,67.361,90.278,100.0,59.028,87.5,100.0,47.222,56.944,96.429
1M3Y_d1m3yd1,63.838,55.33,54.082,64.103,44.67,16.327,30.769,82.233,86.735,92.308
2LRU_1_A,56.924,53.061,71.429,94.737,93.878,100.0,100.0,57.143,79.592,100.0
2AMN_1_A,56.657,19.231,15.385,20.0,100.0,100.0,100.0,84.615,69.231,100.0
1CEU_1_A,44.867,80.392,84.0,80.0,90.196,92.0,100.0,100.0,100.0,100.0
3TX1_d3tx1a2,59.962,38.889,44.444,95.238,32.407,16.667,19.048,53.704,57.407,61.905
3E11_1_A,61.065,50.877,54.386,59.091,50.877,47.368,95.455,61.404,100.0,100.0
5DM5_1_A,60.275,59.868,82.895,100.0,83.553,100.0,100.0,96.053,100.0,100.0
3GKU_1_A,72.589,61.778,81.25,100.0,61.778,90.179,100.0,59.556,60.714,55.556
4N4N_2_B,50.569,56.14,50.0,45.455,45.614,39.286,27.273,47.368,39.286,36.364
3WN7_2_B,52.257,37.143,11.765,0.0,37.143,23.529,0.0,82.857,64.706,14.286
4JKM_d4jkmb2,50.225,88.172,100.0,100.0,89.247,97.826,100.0,35.484,43.478,50.0
2KLW_1_A,61.333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3C3M_1_A,57.063,42.754,31.884,37.037,46.377,68.116,92.593,88.406,97.101,100.0
3HZ4_1_A,55.84,61.429,67.143,100.0,56.429,51.429,75.0,97.857,100.0,100.0
3RV1_1_A,77.315,72.764,73.984,63.265,68.293,54.472,48.98,65.854,60.163,63.265
2MDP_1_A,56.692,72.941,85.714,100.0,96.471,100.0,100.0,64.706,64.286,64.706
1M5I_1_A,76.29,63.2,64.516,52.0,80.8,67.742,40.0,43.2,25.806,16.0
4QO6_1_A,73.279,63.134,79.63,100.0,63.134,75.0,100.0,60.369,60.185,58.14
3INO_1_A,52.183,57.343,53.521,53.571,67.832,71.831,57.143,41.958,38.028,64.286
4G6V_1_A,54.723,61.364,73.864,100.0,60.795,61.364,97.143,38.068,36.364,74.286
2RE2_1_A,48.578,40.441,54.412,96.296,91.176,100.0,100.0,68.382,75.0,96.296
4H8W_d4h8wc2,53.389,83.544,92.308,100.0,86.076,84.615,100.0,100.0,100.0,100.0
2DK2_1_A,66.118,64.948,87.5,100.0,61.856,72.917,100.0,100.0,100.0,100.0
1TUE_d1tueg-,72.102,78.061,100.0,100.0,61.735,78.571,100.0,53.571,50.0,74.359
